eBird English Name 2023,eBird English Name 2022,eBird Scientific Name 2022,SoIB 2023 Priority Status,SoIB 2023 Long-term Trend Status,SoIB 2023 Current Annual Trend Status,SoIB 2023 Distribution Range Size Status,Order,Family,Diet Guild,Endemicity,Endemic to India,Endemic to Subcontinent,Endemic to Himalaya,Habitat Specialization,Migratory Status within India,Restricted to Islands,IUCN Category,WPA Schedule,CITES Appendix,CMS Appendix,One Percent Population Threshold
Nicobar Scops-Owl,Nicobar Scops-Owl,Otus alius,,,,,Strigiformes,Strigidae (Owls),Omnivore,Nicobar Islands,TRUE,TRUE,FALSE,Forest,Resident,TRUE,Near Threatened,Schedule-II,Appendix II,,
Eurasian Scops-Owl,Eurasian Scops-Owl,Otus scops,,,,,Strigiformes,Strigidae (Owls),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,Appendix II,,
Pallid Scops-Owl,Pallid Scops-Owl,Otus brucei,,,,,Strigiformes,Strigidae (Owls),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Winter Migrant,FALSE,Least Concern,Schedule-II,Appendix II,,
Oriental Scops-Owl,Oriental Scops-Owl,Otus sunia,,,,,Strigiformes,Strigidae (Owls),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,Appendix II,,
Eurasian Eagle-Owl,Eurasian Eagle-Owl,Bubo bubo,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-I,Appendix II,,
Rock Eagle-Owl,Rock Eagle-Owl,Bubo bengalensis,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Indian Subcontinent,FALSE,TRUE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-I,Appendix II,,
Spot-bellied Eagle-Owl,Spot-bellied Eagle-Owl,Ketupa nipalensis,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-I,Appendix II,,
Dusky Eagle-Owl,Dusky Eagle-Owl,Ketupa coromandus,Moderate,Insufficient Data,Insufficient Data,Restricted,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,Appendix II,,
Brown Fish-Owl,Brown Fish-Owl,Ketupa zeylonensis,Moderate,Decline,Decline,Large,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-I,Appendix II,,
Tawny Fish-Owl,Tawny Fish-Owl,Ketupa flavipes,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-I,Appendix II,,
Buffy Fish-Owl,Buffy Fish-Owl,Ketupa ketupu,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-I,Appendix II,,
Asian Barred Owlet,Asian Barred Owlet,Glaucidium cuculoides,Low,Trend Inconclusive,Stable,Large,Strigiformes,Strigidae (Owls),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,Appendix II,,
Jungle Owlet,Jungle Owlet,Glaucidium radiatum,Low,Stable,Increase,Large,Strigiformes,Strigidae (Owls),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,Appendix II,,
Collared Owlet,Collared Owlet,Taenioptynx brodiei,Low,Insufficient Data,Insufficient Data,Moderate,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,Appendix II,,
Spotted Owlet,Spotted Owlet,Athene brama,,,,,Strigiformes,Strigidae (Owls),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,Appendix II,,
Little Owl,Little Owl,Athene noctua,,,,,Strigiformes,Strigidae (Owls),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Alpine & Cold Desert,Resident,FALSE,Least Concern,Schedule-II,Appendix II,,
Forest Owlet,Forest Owlet,Athene blewitti,High,Insufficient Data,Insufficient Data,Restricted,Strigiformes,Strigidae (Owls),Invertebrate,Central India,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Endangered,Schedule-I,Appendix I,,
Mottled Wood-Owl,Mottled Wood-Owl,Strix ocellata,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Mainland India,FALSE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-I,Appendix II,,
Brown Wood-Owl,Brown Wood-Owl,Strix leptogrammica,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-I,Appendix II,,
Tawny Owl,Tawny Owl,Strix aluco,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,Appendix II,,
Himalayan Owl,Himalayan Owl,Strix nivicolum,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,Appendix II,,
Long-eared Owl,Long-eared Owl,Asio otus,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Passage Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-I,Appendix II,,
Short-eared Owl,Short-eared Owl,Asio flammeus,Low,Insufficient Data,Trend Inconclusive,Moderate,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Grassland,Winter Migrant,FALSE,Least Concern,Schedule-I,Appendix II,,
Boreal Owl,Boreal Owl,Aegolius funereus,,,,,Strigiformes,Strigidae (Owls),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Uncertain,FALSE,Least Concern,Schedule-II,Appendix II,,
Andaman Boobook,Andaman Boobook,Ninox affinis,,,,,Strigiformes,Strigidae (Owls),Invertebrate,Andaman Islands,TRUE,TRUE,FALSE,Forest,Resident,TRUE,Least Concern,Schedule-II,Appendix II,,
Brown Boobook,Brown Boobook,Ninox scutulata,,,,,Strigiformes,Strigidae (Owls),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,Appendix II,,
Hume's Boobook,Hume's Boobook,Ninox obscura,,,,,Strigiformes,Strigidae (Owls),Invertebrate,Andaman Islands,TRUE,TRUE,FALSE,Non-specialized,Resident,TRUE,Least Concern,Schedule-II,Appendix II,,
Malabar Trogon,Malabar Trogon,Harpactes fasciatus,Moderate,Decline,Stable,Moderate,Trogoniformes,Trogonidae (Trogons),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Red-headed Trogon,Red-headed Trogon,Harpactes erythrocephalus,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Trogoniformes,Trogonidae (Trogons),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Ward's Trogon,Ward's Trogon,Harpactes wardi,Moderate,Insufficient Data,Insufficient Data,Restricted,Trogoniformes,Trogonidae (Trogons),Invertebrate,Eastern Himalayas,FALSE,FALSE,TRUE,Forest,Resident,FALSE,Near Threatened,Schedule-I,,,
Eurasian Hoopoe,Eurasian Hoopoe,Upupa epops,Moderate,Decline,Trend Inconclusive,Very Large,Bucerotiformes,Upupidae (Hoopoes),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Within-India Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
Great Hornbill,Great Hornbill,Buceros bicornis,Low,Trend Inconclusive,Stable,Moderate,Bucerotiformes,Bucerotidae (Hornbills),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Vulnerable,Schedule-I,Appendix I,,
Brown Hornbill,Brown Hornbill,Anorrhinus austeni,Moderate,Insufficient Data,Insufficient Data,Restricted,Bucerotiformes,Bucerotidae (Hornbills),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Near Threatened,Schedule-I,Appendix II,,
Indian Gray Hornbill,Indian Gray Hornbill,Ocyceros birostris,Low,Rapid Increase,Stable,Very Large,Bucerotiformes,Bucerotidae (Hornbills),Fruit & Nect,Indian Subcontinent,FALSE,TRUE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Malabar Gray Hornbill,Malabar Gray Hornbill,Ocyceros griseus,Moderate,Trend Inconclusive,Trend Inconclusive,Moderate,Bucerotiformes,Bucerotidae (Hornbills),Fruit & Nect,Western Ghats,TRUE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Vulnerable,Schedule-I,,,
Malabar Pied-Hornbill,Malabar Pied-Hornbill,Anthracoceros coronatus,Moderate,Trend Inconclusive,Trend Inconclusive,Moderate,Bucerotiformes,Bucerotidae (Hornbills),Fruit & Nect,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Near Threatened,Schedule-I,Appendix II,,
Oriental Pied-Hornbill,Oriental Pied-Hornbill,Anthracoceros albirostris,Low,Stable,Stable,Moderate,Bucerotiformes,Bucerotidae (Hornbills),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-I,Appendix II,,
Rufous-necked Hornbill,Rufous-necked Hornbill,Aceros nipalensis,High,Insufficient Data,Insufficient Data,Restricted,Bucerotiformes,Bucerotidae (Hornbills),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Vulnerable,Schedule-I,Appendix I,,
Wreathed Hornbill,Wreathed Hornbill,Rhyticeros undulatus,High,Insufficient Data,Insufficient Data,Restricted,Bucerotiformes,Bucerotidae (Hornbills),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Vulnerable,Schedule-I,Appendix II,,
Narcondam Hornbill,Narcondam Hornbill,Rhyticeros narcondami,High,Insufficient Data,Insufficient Data,Very Restricted,Bucerotiformes,Bucerotidae (Hornbills),Fruit & Nect,Andaman Islands,TRUE,TRUE,FALSE,Forest,Resident,TRUE,Vulnerable,Schedule-I,Appendix II,,
Blyth's Kingfisher,Blyth's Kingfisher,Alcedo hercules,Moderate,Insufficient Data,Insufficient Data,Restricted,Coraciiformes,Alcedinidae (Kingfishers),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Near Threatened,Schedule-I,,,
Common Kingfisher,Common Kingfisher,Alcedo atthis,Low,Trend Inconclusive,Trend Inconclusive,Very Large,Coraciiformes,Alcedinidae (Kingfishers),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,,
Blue-eared Kingfisher,Blue-eared Kingfisher,Alcedo meninting,Low,Insufficient Data,Trend Inconclusive,Moderate,Coraciiformes,Alcedinidae (Kingfishers),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Black-backed Dwarf-Kingfisher,Black-backed Dwarf-Kingfisher,Ceyx erithaca,Moderate,Insufficient Data,Trend Inconclusive,Restricted,Coraciiformes,Alcedinidae (Kingfishers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Local Migrant & Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Brown-winged Kingfisher,Brown-winged Kingfisher,Pelargopsis amauroptera,High,Insufficient Data,Insufficient Data,Very Restricted,Coraciiformes,Alcedinidae (Kingfishers),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Near Threatened,Schedule-II,,,
Stork-billed Kingfisher,Stork-billed Kingfisher,Pelargopsis capensis,Low,Trend Inconclusive,Increase,Large,Coraciiformes,Alcedinidae (Kingfishers),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,,
Ruddy Kingfisher,Ruddy Kingfisher,Halcyon coromanda,Moderate,Insufficient Data,Insufficient Data,Restricted,Coraciiformes,Alcedinidae (Kingfishers),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,,
White-throated Kingfisher,White-throated Kingfisher,Halcyon smyrnensis,Low,Trend Inconclusive,Trend Inconclusive,Very Large,Coraciiformes,Alcedinidae (Kingfishers),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Black-capped Kingfisher,Black-capped Kingfisher,Halcyon pileata,High,Rapid Decline,Rapid Decline,Moderate,Coraciiformes,Alcedinidae (Kingfishers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Wetland,Winter Migrant,FALSE,Vulnerable,Schedule-II,,,
Collared Kingfisher,Collared Kingfisher,Todiramphus chloris,Moderate,Insufficient Data,Insufficient Data,Restricted,Coraciiformes,Alcedinidae (Kingfishers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Crested Kingfisher,Crested Kingfisher,Megaceryle lugubris,Moderate,Stable,Decline,Moderate,Coraciiformes,Alcedinidae (Kingfishers),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Pied Kingfisher,Pied Kingfisher,Ceryle rudis,Moderate,Decline,Decline,Very Large,Coraciiformes,Alcedinidae (Kingfishers),Vertebrate & Carrion,Non-endemic,FALSE,FALSE,FALSE,Wetland,Resident,FALSE,Least Concern,Schedule-II,,,
Blue-bearded Bee-eater,Blue-bearded Bee-eater,Nyctyornis athertoni,Low,Trend Inconclusive,Stable,Moderate,Coraciiformes,Meropidae (Bee-eaters),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Asian Green Bee-eater,Asian Green Bee-eater,Merops orientalis,Low,Stable,Stable,Very Large,Coraciiformes,Meropidae (Bee-eaters),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Blue-throated Bee-eater,Blue-throated Bee-eater,Merops viridis,,,,,Coraciiformes,Meropidae (Bee-eaters),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Uncertain,FALSE,Least Concern,Schedule-II,,,
Blue-cheeked Bee-eater,Blue-cheeked Bee-eater,Merops persicus,Low,Insufficient Data,Trend Inconclusive,Moderate,Coraciiformes,Meropidae (Bee-eaters),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Blue-tailed Bee-eater,Blue-tailed Bee-eater,Merops philippinus,Low,Increase,Rapid Increase,Large,Coraciiformes,Meropidae (Bee-eaters),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Within-India Migrant & Winter Migrant,FALSE,Least Concern,Schedule-II,,,
European Bee-eater,European Bee-eater,Merops apiaster,,,,,Coraciiformes,Meropidae (Bee-eaters),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix II,
Chestnut-headed Bee-eater,Chestnut-headed Bee-eater,Merops leschenaulti,Low,Stable,Stable,Moderate,Coraciiformes,Meropidae (Bee-eaters),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Within-India Migrant,FALSE,Least Concern,Schedule-II,,,
European Roller,European Roller,Coracias garrulus,Moderate,Insufficient Data,Decline,Large,Coraciiformes,Coraciidae (Rollers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Non-specialized,Passage Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,Appendix I,
Indian Roller,Indian Roller,Coracias benghalensis,Moderate,Decline,Decline,Very Large,Coraciiformes,Coraciidae (Rollers),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident,FALSE,Least Concern,Schedule-II,,,
Indochinese Roller,Indochinese Roller,Coracias affinis,Low,Stable,Stable,Moderate,Coraciiformes,Coraciidae (Rollers),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Resident & Local Migrant,FALSE,Least Concern,Schedule-II,,,
Dollarbird,Dollarbird,Eurystomus orientalis,Low,Stable,Stable,Moderate,Coraciiformes,Coraciidae (Rollers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Malabar Barbet,Malabar Barbet,Psilopogon malabaricus,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Piciformes,Megalaimidae (Asian Barbets),Fruit & Nect,Western Ghats,TRUE,TRUE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Coppersmith Barbet,Coppersmith Barbet,Psilopogon haemacephalus,Low,Stable,Stable,Very Large,Piciformes,Megalaimidae (Asian Barbets),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Blue-eared Barbet,Blue-eared Barbet,Psilopogon duvaucelii,Low,Insufficient Data,Trend Inconclusive,Moderate,Piciformes,Megalaimidae (Asian Barbets),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Great Barbet,Great Barbet,Psilopogon virens,Low,Rapid Increase,Trend Inconclusive,Moderate,Piciformes,Megalaimidae (Asian Barbets),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Lineated Barbet,Lineated Barbet,Psilopogon lineatus,Low,Stable,Stable,Moderate,Piciformes,Megalaimidae (Asian Barbets),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Brown-headed Barbet,Brown-headed Barbet,Psilopogon zeylanicus,Low,Rapid Increase,Stable,Large,Piciformes,Megalaimidae (Asian Barbets),Fruit & Nect,Indian Subcontinent,FALSE,TRUE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
White-cheeked Barbet,White-cheeked Barbet,Psilopogon viridis,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Piciformes,Megalaimidae (Asian Barbets),Fruit & Nect,Mainland India,TRUE,TRUE,FALSE,Non-specialized,Resident,FALSE,Least Concern,Schedule-II,,,
Golden-throated Barbet,Golden-throated Barbet,Psilopogon franklinii,Low,Insufficient Data,Trend Inconclusive,Moderate,Piciformes,Megalaimidae (Asian Barbets),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Blue-throated Barbet,Blue-throated Barbet,Psilopogon asiaticus,Low,Trend Inconclusive,Stable,Large,Piciformes,Megalaimidae (Asian Barbets),Fruit & Nect,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Yellow-rumped Honeyguide,Yellow-rumped Honeyguide,Indicator xanthonotus,Moderate,Insufficient Data,Insufficient Data,Restricted,Piciformes,Indicatoridae (Honeyguides),Invertebrate,Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Near Threatened,Schedule-II,,,
Eurasian Wryneck,Eurasian Wryneck,Jynx torquilla,Low,Trend Inconclusive,Trend Inconclusive,Large,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Open Habitat,Winter Migrant & Localized Summer Migrant,FALSE,Least Concern,Schedule-II,,,
Speckled Piculet,Speckled Piculet,Picumnus innominatus,Low,Stable,Trend Inconclusive,Large,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
White-browed Piculet,White-browed Piculet,Sasia ochracea,Low,Insufficient Data,Insufficient Data,Moderate,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Heart-spotted Woodpecker,Heart-spotted Woodpecker,Hemicircus canente,Moderate,Decline,Stable,Moderate,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-I,,,
Brown-capped Pygmy Woodpecker,Brown-capped Pygmy Woodpecker,Yungipicus nanus,Moderate,Decline,Trend Inconclusive,Large,Piciformes,Picidae (Woodpeckers),Invertebrate,Indian Subcontinent,FALSE,TRUE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Gray-capped Pygmy Woodpecker,Gray-capped Pygmy Woodpecker,Yungipicus canicapillus,Low,Stable,Stable,Moderate,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Yellow-crowned Woodpecker,Yellow-crowned Woodpecker,Leiopicus mahrattensis,High,Rapid Decline,Decline,Large,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-I,,,
Brown-fronted Woodpecker,Brown-fronted Woodpecker,Dendrocoptes auriceps,Low,Trend Inconclusive,Trend Inconclusive,Moderate,Piciformes,Picidae (Woodpeckers),Invertebrate,Himalayas,FALSE,FALSE,TRUE,Forest & Plantation,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Rufous-bellied Woodpecker,Rufous-bellied Woodpecker,Dendrocopos hyperythrus,Low,Insufficient Data,Insufficient Data,Moderate,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Fulvous-breasted Woodpecker,Fulvous-breasted Woodpecker,Dendrocopos macei,Low,Trend Inconclusive,Trend Inconclusive,Large,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Freckle-breasted Woodpecker,Freckle-breasted Woodpecker,Dendrocopos analis,,,,,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,TRUE,Least Concern,Schedule-II,,,
Stripe-breasted Woodpecker,Stripe-breasted Woodpecker,Dendrocopos atratus,,,,,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Darjeeling Woodpecker,Darjeeling Woodpecker,Dendrocopos darjellensis,Moderate,Insufficient Data,Insufficient Data,Restricted,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Great Spotted Woodpecker,Great Spotted Woodpecker,Dendrocopos major,,,,,Piciformes,Picidae (Woodpeckers),Omnivore,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Himalayan Woodpecker,Himalayan Woodpecker,Dendrocopos himalayensis,Low,Trend Inconclusive,Stable,Moderate,Piciformes,Picidae (Woodpeckers),Invertebrate,Himalayas,FALSE,FALSE,TRUE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
Sind Woodpecker,Sind Woodpecker,Dendrocopos assimilis,,,,,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest & Plantation,Resident,FALSE,Least Concern,Schedule-II,,,
Crimson-naped Woodpecker,Crimson-breasted Woodpecker,Dryobates cathpharius,Moderate,Insufficient Data,Insufficient Data,Restricted,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident,FALSE,Least Concern,Schedule-II,,,
Bay Woodpecker,Bay Woodpecker,Blythipicus pyrrhotis,Low,Insufficient Data,Insufficient Data,Moderate,Piciformes,Picidae (Woodpeckers),Invertebrate,Non-endemic,FALSE,FALSE,FALSE,Forest,Resident & Altitudinal Migrant,FALSE,Least Concern,Schedule-II,,,
